-1034.59846462305,1011.65184921502,887.708740756159
-1034.53419371035,1011.76647269988,887.744618837933
-1034.47027146301,1011.88229189276,887.781324229229
-1034.40652280689,1011.99832237679,887.818315269875
-1034.34252965557,1012.11559948874,887.856038239084
-1034.27832850678,1012.23404430467,887.894045635654
-1034.21454923873,1012.35255447107,887.932783883042
-1034.15077869018,1012.47176115596,887.97224175033
-1034.08684271395,1012.59220048386,888.012063328753
-1034.02272944171,1012.71293985334,888.052248403165
-1033.95920310153,1012.83429984579,888.093228340677
-1033.89535523967,1012.95697843189,888.134552450282
-1033.83143167679,1013.07991275221,888.176678773036
-1033.76771132677,1013.20420450821,888.218868882046
-1033.70396685196,1013.32863182588,888.262213304716
-1033.64029861041,1013.4539098412,888.305623732833
-1033.57628312545,1013.57995493174,888.349820152398
-1033.5128325782,1013.70677445798,888.394516665213
-1033.44897506775,1013.83445900827,888.439630834918
-1033.38535702652,1013.96243240595,888.48514959898
-1033.32155485153,1014.09191940877,888.53125112007
-1033.25785980433,1014.22159047933,888.578217642676
-1033.19483449429,1014.35177040496,888.62538948708
-1033.13080036776,1014.48324758613,888.673330486315
-1033.06779058767,1014.61450461088,888.721385814901
-1033.00416574892,1014.74736049853,888.770460671695
-1032.94047837333,1014.88050815955,888.819568091445
-1032.87725697809,1015.01472186286,888.869763997031
-1032.81353411214,1015.14916943506,888.919902786869
-1032.75027502461,1015.28486393477,888.970851617947
-1032.6870563723,1015.42080130136,889.022273257836
-1032.62337284004,1015.55779886635,889.074242271874
-1032.56007144542,1015.69526218945,889.126845714758
-1032.49683254352,1015.83382762549,889.179717176477
-1032.43364591448,1015.97277427816,889.23358774359
-1032.37024322352,1016.11225800029,889.287182689344
-1032.30691429147,1016.25279797866,889.341849747336
-1032.24365122889,1016.39349329572,889.396773374618
-1032.18070083546,1016.53513447842,889.452412573053
-1032.11718879794,1016.6779818173,889.508662103236
-1032.05446931594,1016.82080954049,889.565258102248
-1031.99108031633,1016.96485961112,889.622005306864
-1031.92844498711,1017.10896006208,889.679543459088
-1031.86501478105,1017.25417460699,889.737693950638
-1031.80225195259,1017.40014407959,889.796256119967
